sample_id,router_name,budget,domain,ocr_text,final_text,gt,backfill_status,backfill_reason,edit_distance_final
GeoP0199_L042,GCR,0.1,geology,几何,几何,[几何,not_upgraded,not_upgraded,1
GeoP0199_L043,GCR,0.1,geology,断层面与褶皱轴面的关系纵，横、斜,断层面与褶皱轴面的关系纵，横、斜,断层面与褶皱轴面的关系纵、横、斜,not_upgraded,not_upgraded,1
GeoP0199_L044,GCR,0.1,geology,[肠状褶皮],[肠状褶皮],[肠状褶皱],not_upgraded,not_upgraded,1
GeoP0199_L046,GCR,0.1,geology,正断层正盘下除],正断层正盘下除],{正断层}[上盘下降],not_upgraded,not_upgraded,5
GeoP0199_L047,GCR,0.1,geology,平移一正断层侧伏45°~.800,平移一正断层侧伏45°~.800,{平移-正断层}倾伏角45°~80°,rejected,rejected_global_ed_exceeded,7
GeoP0199_L049,GCR,0.1,geology,运动,运动,(运动,not_upgraded,not_upgraded,1
GeoP0199_L050,GCR,0.1,geology,逆断层,逆断层,|逆断层,not_upgraded,not_upgraded,1
GeoP0199_L051,GCR,0.1,geology,并非绝对.,并非绝对.,→并非绝对,not_upgraded,not_upgraded,2
GeoP0199_L052,GCR,0.1,geology,平多一逆断层,平多一逆断层,平移-逆断层,not_upgraded,not_upgraded,2
GeoP0199_L053,GCR,0.1,geology,补：褶皮波长的影响因素.,补：褶皮波长的影响因素.,补:褶皱波长的影响因素.,not_upgraded,not_upgraded,2
GeoP0199_L056,GCR,0.1,geology,组合：盆岭构造、裂谷,组合：盆岭构造、裂谷,组合:盆岭构造、裂谷,not_upgraded,not_upgraded,1
GeoP0199_L058,GCR,0.1,geology,倾角转大,倾角转大,倾角较大,not_upgraded,not_upgraded,1
GeoP0199_L062,GCR,0.1,geology,地垒两条走向基本平行，向相，有共同升,地垒两条走向基本平行，向相，有共同升,"地垒两条走向基本平行,倾向相反,有共同上升盘",rejected,rejected_global_ed_exceeded,6
GeoP0199_L064,GCR,0.1,geology,阶梯状构造及笑状构造.,阶梯状构造及笑状构造.,阶梯状构造及箕状构造.,not_upgraded,not_upgraded,1
GeoP0199_L065,GCR,0.1,geology,雁列式断层(斜列式),雁列式断层(斜列式),<->雁列式断层（斜列式）,not_upgraded,not_upgraded,5
GeoP0199_L069,GCR,0.1,geology,与断层具有相对性.,与断层具有相对性.,→与断层具有相对性.,not_upgraded,not_upgraded,1
GeoP0199_L070,GCR,0.1,geology,(1)开究的尺度,(1)开究的尺度,{(1)研究的尺度,not_upgraded,not_upgraded,2
GeoP0199_L071,GCR,0.1,geology,环状断层及放射状断层,环状断层及放射状断层,环状断层及放射状断层.,not_upgraded,not_upgraded,1
GeoP0199_L072,GCR,0.1,geology,取决于研究的日的,取决于研究的日的,取决于研究的目的,not_upgraded,not_upgraded,1
GeoP0199_L073,GCR,0.1,geology,(2)是否考虑相对体移.,(2)是否考虑相对体移.,{(2)是否考虑相对位移.,not_upgraded,not_upgraded,2
GeoP0199_L075,GCR,0.1,geology,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：由古老变质岩和侵入岩浆体所构成的孤立穹隆状的结晶隆起.,not_upgraded,not_upgraded,3
GeoP0199_L077,GCR,0.1,geology,与褶皱轴面.,与褶皱轴面.,{与褶皱轴面.,not_upgraded,not_upgraded,1
GeoP0199_L079,GCR,0.1,geology,岩墙群.,岩墙群.,(岩墙群.,not_upgraded,not_upgraded,1
GeoP0199_L080,GCR,0.1,geology,受力成因3,受力成因3,受力成因,not_upgraded,not_upgraded,1
GeoP0199_L090,GCR,0.1,geology,(逆中推,(逆中推,（逆冲推,not_upgraded,not_upgraded,2
GeoP0199_L091,GCR,0.1,geology,限制(被限制的映),限制 (被限制的层),限制(被限制的晚),accepted,accepted,2
GeoP0199_L092,GCR,0.1,geology,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层（较早）→当外来岩体覆盖在部分原地层，仅留出一小部分—构造窗,not_upgraded,not_upgraded,6
GeoP0199_L093,GCR,0.1,geology,依据交切关系,依据交切关系,依据支切关系,not_upgraded,not_upgraded,1
GeoP0199_L094,GCR,0.1,geology,互切(司时),互切(司时),互切（同时）,not_upgraded,not_upgraded,3
GeoP0199_L098,GCR,0.1,geology,追踪利用、改造(被的早),追踪利用、改造(被的早),{追踪，利用，改造（被..的早）,accepted,accepted,7
GeoP0199_L100,GCR,0.1,geology,借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),{借助其它地质体(如:地质体的侵入关系)(无岩脉填充的晚),not_upgraded,not_upgraded,3
GeoP0199_L102,GCR,0.1,geology,平移断层：,平移断层：,平移断层:,not_upgraded,not_upgraded,1
GeoP0199_L106,GCR,0.1,geology,配套,配套,（配套,not_upgraded,not_upgraded,1
GeoP0199_L108,GCR,0.1,geology,古行,古行,右行,not_upgraded,not_upgraded,1
GeoP0199_L109,GCR,0.1,geology,左行→看对盘的运动方向,左行→看对盘的运动方向,左行.->看对盘的运动方向,not_upgraded,not_upgraded,3
GeoP0199_L114,GCR,0.1,geology,2) 逆断层[画图分析],2) 逆断层[画图分析],2)逆断层[画图分析],not_upgraded,not_upgraded,1
GeoP0199_L115,GCR,0.1,geology,(1)正断层(从地表的切面来观测),(1)正断层(从地表的切面来观测),1)正断层(以地表的切面来观测),not_upgraded,not_upgraded,2
GeoP0199_L117,GCR,0.1,geology,①地层缺失→送层与地层倾向相同[断层倾地倾],①地层缺失→送层与地层倾向相同[断层倾地倾],①地层缺失→断层与地层倾向相同[断层倾角>地层倾角],rejected,rejected_global_ed_exceeded,5
GeoP0199_L118,GCR,0.1,geology,向斜：上升盘核部变容,向斜：上升盘核部变容,向斜：上升盘核部变窄,not_upgraded,not_upgraded,1
GeoP0199_L003,BAUR,0.1,geology,外侧易环裂,外侧易环裂,外侧易张裂,not_upgraded,not_upgraded,1
GeoP0199_L005,BAUR,0.1,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,BAUR,0.1,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,BAUR,0.1,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,BAUR,0.1,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
GeoP0199_L011,BAUR,0.1,geology,{深部 韧性剪切带,{深部 韧性剪切带,{深部韧性剪切带,not_upgraded,not_upgraded,1
GeoP0199_L012,BAUR,0.1,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
GeoP0199_L018,BAUR,0.1,geology,亲部,亲部,核部,not_upgraded,not_upgraded,1
GeoP0199_L019,BAUR,0.1,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,BAUR,0.1,geology,夹南为侧伏角,夹南为侧伏角,夹角为侧伏角,not_upgraded,not_upgraded,1
GeoP0199_L021,BAUR,0.1,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、容隆.,e.g同沉积褶皱和底辟构造、穹隆.,not_upgraded,not_upgraded,2
GeoP0199_L024,BAUR,0.1,geology,上盘,上盘,{上盘,accepted,accepted,1
GeoP0199_L029,BAUR,0.1,geology,为顶薄褶皱(工型),为顶薄褶皱(工型),↳为顶薄褶皱（IA型）,not_upgraded,not_upgraded,5
GeoP0199_L031,BAUR,0.1,geology,两测匀为拉伸状态,两测匀为拉伸状态,两侧匀为拉伸状态,not_upgraded,not_upgraded,1
GeoP0199_L032,BAUR,0.1,geology,也会发生一些等：流作用[由顶部向部],也会发生一些等：流作用[由顶部向部],也会发生一些弯流作用[由顶部向翼部],not_upgraded,not_upgraded,3
GeoP0199_L033,BAUR,0.1,geology,滑距(两盘错动的距离),滑距(两盘错动的距离),{滑距(两盘错动的距离),not_upgraded,not_upgraded,1
GeoP0199_L036,BAUR,0.1,geology,旋转位移,旋转位移,{旋转位移,not_upgraded,not_upgraded,1
GeoP0199_L038,BAUR,0.1,geology,典型的相似褶皱(Ⅱ型),典型的相似褶皱(Ⅱ型),典型的相似褶皱（Ⅱ型）,not_upgraded,not_upgraded,2
GeoP0199_L039,BAUR,0.1,geology,→沿密集的平行劈理或片理面 发生差异滑动,→沿密集的平行劈理或片理面 发生差异滑动,->沿密集的平行劈理或片理面发生差异滑动,not_upgraded,not_upgraded,3
GeoP0199_L041,BAUR,0.1,geology,分类,分类,分类{,not_upgraded,not_upgraded,1
GeoP0199_L042,BAUR,0.1,geology,几何,几何,[几何,accepted,accepted,1
GeoP0199_L043,BAUR,0.1,geology,断层面与褶皱轴面的关系纵，横、斜,断层面与褶皱轴面的关系纵，横、斜,断层面与褶皱轴面的关系纵、横、斜,not_upgraded,not_upgraded,1
GeoP0199_L044,BAUR,0.1,geology,[肠状褶皮],[肠状褶皮],[肠状褶皱],not_upgraded,not_upgraded,1
GeoP0199_L046,BAUR,0.1,geology,正断层正盘下除],正断层正盘下除],{正断层}[上盘下降],not_upgraded,not_upgraded,5
GeoP0199_L047,BAUR,0.1,geology,平移一正断层侧伏45°~.800,平移一正断层侧伏45°~.800,{平移-正断层}倾伏角45°~80°,not_upgraded,not_upgraded,7
GeoP0199_L049,BAUR,0.1,geology,运动,运动,(运动,not_upgraded,not_upgraded,1
GeoP0199_L050,BAUR,0.1,geology,逆断层,逆断层,|逆断层,not_upgraded,not_upgraded,1
GeoP0199_L051,BAUR,0.1,geology,并非绝对.,并非绝对.,→并非绝对,not_upgraded,not_upgraded,2
GeoP0199_L052,BAUR,0.1,geology,平多一逆断层,平多一逆断层,平移-逆断层,not_upgraded,not_upgraded,2
GeoP0199_L053,BAUR,0.1,geology,补：褶皮波长的影响因素.,补：褶皮波长的影响因素.,补:褶皱波长的影响因素.,not_upgraded,not_upgraded,2
GeoP0199_L056,BAUR,0.1,geology,组合：盆岭构造、裂谷,组合：盆岭构造、裂谷,组合:盆岭构造、裂谷,not_upgraded,not_upgraded,1
GeoP0199_L058,BAUR,0.1,geology,倾角转大,倾角转大,倾角较大,not_upgraded,not_upgraded,1
GeoP0199_L061,BAUR,0.1,geology,地堑两条走向基本平行，倾向相对，有英同下降盘,地堑两条走向基本平行，倾向相对，有英同下降盘,地堑两条走向基本平行，倾向相对，有共同下降盘,not_upgraded,not_upgraded,1
GeoP0199_L062,BAUR,0.1,geology,地垒两条走向基本平行，向相，有共同升,地垒两条走向基本平行，向相，有共同升,"地垒两条走向基本平行,倾向相反,有共同上升盘",not_upgraded,not_upgraded,6
GeoP0199_L064,BAUR,0.1,geology,阶梯状构造及笑状构造.,阶梯状构造及笑状构造.,阶梯状构造及箕状构造.,not_upgraded,not_upgraded,1
GeoP0199_L065,BAUR,0.1,geology,雁列式断层(斜列式),雁列式断层(斜列式),<->雁列式断层（斜列式）,not_upgraded,not_upgraded,5
GeoP0199_L069,BAUR,0.1,geology,与断层具有相对性.,与断层具有相对性.,→与断层具有相对性.,not_upgraded,not_upgraded,1
GeoP0199_L070,BAUR,0.1,geology,(1)开究的尺度,(1)开究的尺度,{(1)研究的尺度,not_upgraded,not_upgraded,2
GeoP0199_L071,BAUR,0.1,geology,环状断层及放射状断层,环状断层及放射状断层,环状断层及放射状断层.,not_upgraded,not_upgraded,1
GeoP0199_L072,BAUR,0.1,geology,取决于研究的日的,取决于研究的日的,取决于研究的目的,not_upgraded,not_upgraded,1
GeoP0199_L073,BAUR,0.1,geology,(2)是否考虑相对体移.,(2)是否考虑相对体移.,{(2)是否考虑相对位移.,not_upgraded,not_upgraded,2
GeoP0199_L075,BAUR,0.1,geology,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：由古老变质岩和侵入岩浆体所构成的孤立穹隆状的结晶隆起.,not_upgraded,not_upgraded,3
GeoP0199_L077,BAUR,0.1,geology,与褶皱轴面.,与褶皱轴面.,{与褶皱轴面.,not_upgraded,not_upgraded,1
GeoP0199_L079,BAUR,0.1,geology,岩墙群.,岩墙群.,(岩墙群.,not_upgraded,not_upgraded,1
GeoP0199_L080,BAUR,0.1,geology,受力成因3,受力成因3,受力成因,not_upgraded,not_upgraded,1
GeoP0199_L090,BAUR,0.1,geology,(逆中推,(逆中推,（逆冲推,not_upgraded,not_upgraded,2
GeoP0199_L091,BAUR,0.1,geology,限制(被限制的映),限制(被限制的映),限制(被限制的晚),not_upgraded,not_upgraded,1
GeoP0199_L092,BAUR,0.1,geology,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层（较早）→当外来岩体覆盖在部分原地层，仅留出一小部分—构造窗,not_upgraded,not_upgraded,6
GeoP0199_L093,BAUR,0.1,geology,依据交切关系,依据交切关系,依据支切关系,not_upgraded,not_upgraded,1
GeoP0199_L094,BAUR,0.1,geology,互切(司时),互切(司时),互切（同时）,not_upgraded,not_upgraded,3
GeoP0199_L098,BAUR,0.1,geology,追踪利用、改造(被的早),追踪利用、改造(被的早),{追踪，利用，改造（被..的早）,not_upgraded,not_upgraded,7
GeoP0199_L100,BAUR,0.1,geology,借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),{借助其它地质体(如:地质体的侵入关系)(无岩脉填充的晚),not_upgraded,not_upgraded,3
GeoP0199_L102,BAUR,0.1,geology,平移断层：,平移断层：,平移断层:,not_upgraded,not_upgraded,1
GeoP0199_L106,BAUR,0.1,geology,配套,配套,（配套,not_upgraded,not_upgraded,1
GeoP0199_L108,BAUR,0.1,geology,古行,古行,右行,not_upgraded,not_upgraded,1
GeoP0199_L109,BAUR,0.1,geology,左行→看对盘的运动方向,左行→看对盘的运动方向,左行.->看对盘的运动方向,not_upgraded,not_upgraded,3
GeoP0199_L114,BAUR,0.1,geology,2) 逆断层[画图分析],2) 逆断层[画图分析],2)逆断层[画图分析],not_upgraded,not_upgraded,1
GeoP0199_L115,BAUR,0.1,geology,(1)正断层(从地表的切面来观测),(1)正断层(从地表的切面来观测),1)正断层(以地表的切面来观测),not_upgraded,not_upgraded,2
GeoP0199_L117,BAUR,0.1,geology,①地层缺失→送层与地层倾向相同[断层倾地倾],①地层缺失→送层与地层倾向相同[断层倾地倾],①地层缺失→断层与地层倾向相同[断层倾角>地层倾角],not_upgraded,not_upgraded,5
GeoP0199_L118,BAUR,0.1,geology,向斜：上升盘核部变容,向斜：上升盘核部变容,向斜：上升盘核部变窄,not_upgraded,not_upgraded,1
GeoP0199_L003,DAR,0.1,geology,外侧易环裂,外侧易环裂,外侧易张裂,not_upgraded,not_upgraded,1
GeoP0199_L005,DAR,0.1,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,DAR,0.1,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,DAR,0.1,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,DAR,0.1,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
GeoP0199_L011,DAR,0.1,geology,{深部 韧性剪切带,{深部 韧性剪切带,{深部韧性剪切带,not_upgraded,not_upgraded,1
GeoP0199_L012,DAR,0.1,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
GeoP0199_L018,DAR,0.1,geology,亲部,亲部,核部,not_upgraded,not_upgraded,1
GeoP0199_L019,DAR,0.1,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,DAR,0.1,geology,夹南为侧伏角,夹南为侧伏角,夹角为侧伏角,not_upgraded,not_upgraded,1
GeoP0199_L021,DAR,0.1,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、容隆.,e.g同沉积褶皱和底辟构造、穹隆.,not_upgraded,not_upgraded,2
GeoP0199_L024,DAR,0.1,geology,上盘,上盘,{上盘,accepted,accepted,1
GeoP0199_L029,DAR,0.1,geology,为顶薄褶皱(工型),为顶薄褶皱(工型),↳为顶薄褶皱（IA型）,not_upgraded,not_upgraded,5
GeoP0199_L031,DAR,0.1,geology,两测匀为拉伸状态,两测匀为拉伸状态,两侧匀为拉伸状态,not_upgraded,not_upgraded,1
GeoP0199_L032,DAR,0.1,geology,也会发生一些等：流作用[由顶部向部],也会发生一些等：流作用[由顶部向部],也会发生一些弯流作用[由顶部向翼部],not_upgraded,not_upgraded,3
GeoP0199_L033,DAR,0.1,geology,滑距(两盘错动的距离),滑距(两盘错动的距离),{滑距(两盘错动的距离),not_upgraded,not_upgraded,1
GeoP0199_L036,DAR,0.1,geology,旋转位移,旋转位移,{旋转位移,not_upgraded,not_upgraded,1
GeoP0199_L038,DAR,0.1,geology,典型的相似褶皱(Ⅱ型),典型的相似褶皱(Ⅱ型),典型的相似褶皱（Ⅱ型）,not_upgraded,not_upgraded,2
GeoP0199_L039,DAR,0.1,geology,→沿密集的平行劈理或片理面 发生差异滑动,→沿密集的平行劈理或片理面 发生差异滑动,->沿密集的平行劈理或片理面发生差异滑动,not_upgraded,not_upgraded,3
GeoP0199_L041,DAR,0.1,geology,分类,分类,分类{,accepted,accepted,1
GeoP0199_L042,DAR,0.1,geology,几何,几何,[几何,not_upgraded,not_upgraded,1
GeoP0199_L043,DAR,0.1,geology,断层面与褶皱轴面的关系纵，横、斜,断层面与褶皱轴面的关系纵，横、斜,断层面与褶皱轴面的关系纵、横、斜,not_upgraded,not_upgraded,1
GeoP0199_L044,DAR,0.1,geology,[肠状褶皮],[肠状褶皮],[肠状褶皱],not_upgraded,not_upgraded,1
GeoP0199_L046,DAR,0.1,geology,正断层正盘下除],正断层正盘下除],{正断层}[上盘下降],not_upgraded,not_upgraded,5
GeoP0199_L047,DAR,0.1,geology,平移一正断层侧伏45°~.800,平移一正断层侧伏45°~.800,{平移-正断层}倾伏角45°~80°,not_upgraded,not_upgraded,7
GeoP0199_L049,DAR,0.1,geology,运动,运动,(运动,not_upgraded,not_upgraded,1
GeoP0199_L050,DAR,0.1,geology,逆断层,逆断层,|逆断层,not_upgraded,not_upgraded,1
GeoP0199_L051,DAR,0.1,geology,并非绝对.,并非绝对.,→并非绝对,not_upgraded,not_upgraded,2
GeoP0199_L052,DAR,0.1,geology,平多一逆断层,平多一逆断层,平移-逆断层,not_upgraded,not_upgraded,2
GeoP0199_L053,DAR,0.1,geology,补：褶皮波长的影响因素.,补：褶皮波长的影响因素.,补:褶皱波长的影响因素.,not_upgraded,not_upgraded,2
GeoP0199_L056,DAR,0.1,geology,组合：盆岭构造、裂谷,组合：盆岭构造、裂谷,组合:盆岭构造、裂谷,not_upgraded,not_upgraded,1
GeoP0199_L058,DAR,0.1,geology,倾角转大,倾角转大,倾角较大,not_upgraded,not_upgraded,1
GeoP0199_L061,DAR,0.1,geology,地堑两条走向基本平行，倾向相对，有英同下降盘,地堑两条走向基本平行，倾向相对，有英同下降盘,地堑两条走向基本平行，倾向相对，有共同下降盘,not_upgraded,not_upgraded,1
GeoP0199_L062,DAR,0.1,geology,地垒两条走向基本平行，向相，有共同升,地垒两条走向基本平行，向相，有共同升,"地垒两条走向基本平行,倾向相反,有共同上升盘",not_upgraded,not_upgraded,6
GeoP0199_L064,DAR,0.1,geology,阶梯状构造及笑状构造.,阶梯状构造及笑状构造.,阶梯状构造及箕状构造.,not_upgraded,not_upgraded,1
GeoP0199_L065,DAR,0.1,geology,雁列式断层(斜列式),雁列式断层(斜列式),<->雁列式断层（斜列式）,not_upgraded,not_upgraded,5
GeoP0199_L069,DAR,0.1,geology,与断层具有相对性.,与断层具有相对性.,→与断层具有相对性.,not_upgraded,not_upgraded,1
GeoP0199_L070,DAR,0.1,geology,(1)开究的尺度,(1)开究的尺度,{(1)研究的尺度,not_upgraded,not_upgraded,2
GeoP0199_L071,DAR,0.1,geology,环状断层及放射状断层,环状断层及放射状断层,环状断层及放射状断层.,not_upgraded,not_upgraded,1
GeoP0199_L072,DAR,0.1,geology,取决于研究的日的,取决于研究的日的,取决于研究的目的,not_upgraded,not_upgraded,1
GeoP0199_L073,DAR,0.1,geology,(2)是否考虑相对体移.,(2)是否考虑相对体移.,{(2)是否考虑相对位移.,not_upgraded,not_upgraded,2
GeoP0199_L075,DAR,0.1,geology,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：由古老变质岩和侵入岩浆体所构成的孤立穹隆状的结晶隆起.,not_upgraded,not_upgraded,3
GeoP0199_L077,DAR,0.1,geology,与褶皱轴面.,与褶皱轴面.,{与褶皱轴面.,not_upgraded,not_upgraded,1
GeoP0199_L079,DAR,0.1,geology,岩墙群.,岩墙群.,(岩墙群.,not_upgraded,not_upgraded,1
GeoP0199_L080,DAR,0.1,geology,受力成因3,受力成因3,受力成因,not_upgraded,not_upgraded,1
GeoP0199_L090,DAR,0.1,geology,(逆中推,(逆中推,（逆冲推,not_upgraded,not_upgraded,2
GeoP0199_L091,DAR,0.1,geology,限制(被限制的映),限制(被限制的映),限制(被限制的晚),not_upgraded,not_upgraded,1
GeoP0199_L092,DAR,0.1,geology,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层（较早）→当外来岩体覆盖在部分原地层，仅留出一小部分—构造窗,not_upgraded,not_upgraded,6
GeoP0199_L093,DAR,0.1,geology,依据交切关系,依据交切关系,依据支切关系,not_upgraded,not_upgraded,1
GeoP0199_L094,DAR,0.1,geology,互切(司时),互切(司时),互切（同时）,not_upgraded,not_upgraded,3
GeoP0199_L098,DAR,0.1,geology,追踪利用、改造(被的早),追踪利用、改造(被的早),{追踪，利用，改造（被..的早）,not_upgraded,not_upgraded,7
GeoP0199_L100,DAR,0.1,geology,借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),{借助其它地质体(如:地质体的侵入关系)(无岩脉填充的晚),not_upgraded,not_upgraded,3
GeoP0199_L102,DAR,0.1,geology,平移断层：,平移断层：,平移断层:,not_upgraded,not_upgraded,1
GeoP0199_L106,DAR,0.1,geology,配套,配套,（配套,not_upgraded,not_upgraded,1
GeoP0199_L108,DAR,0.1,geology,古行,古行,右行,not_upgraded,not_upgraded,1
GeoP0199_L109,DAR,0.1,geology,左行→看对盘的运动方向,左行→看对盘的运动方向,左行.->看对盘的运动方向,not_upgraded,not_upgraded,3
GeoP0199_L114,DAR,0.1,geology,2) 逆断层[画图分析],2) 逆断层[画图分析],2)逆断层[画图分析],not_upgraded,not_upgraded,1
GeoP0199_L115,DAR,0.1,geology,(1)正断层(从地表的切面来观测),(1)正断层(从地表的切面来观测),1)正断层(以地表的切面来观测),not_upgraded,not_upgraded,2
GeoP0199_L117,DAR,0.1,geology,①地层缺失→送层与地层倾向相同[断层倾地倾],①地层缺失→送层与地层倾向相同[断层倾地倾],①地层缺失→断层与地层倾向相同[断层倾角>地层倾角],not_upgraded,not_upgraded,5
GeoP0199_L118,DAR,0.1,geology,向斜：上升盘核部变容,向斜：上升盘核部变容,向斜：上升盘核部变窄,not_upgraded,not_upgraded,1
GeoP0199_L003,GCR,0.2,geology,外侧易环裂,外侧显环裂,外侧易张裂,accepted,accepted,2
GeoP0199_L005,GCR,0.2,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,GCR,0.2,geology,浅部 脆性 送层,浅部 脆性 断层,{浅部脆性断层,accepted,accepted,3
GeoP0199_L009,GCR,0.2,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,GCR,0.2,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
