sample_id,router_name,budget,domain,ocr_text,final_text,gt,backfill_status,backfill_reason,edit_distance_final
GeoP0199_L020,WUR,0.1,geology,夹南为侧伏角,夹南为侧伏角,夹角为侧伏角,not_upgraded,not_upgraded,1
GeoP0199_L021,WUR,0.1,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、容隆.,e.g同沉积褶皱和底辟构造、穹隆.,not_upgraded,not_upgraded,2
GeoP0199_L024,WUR,0.1,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,DGCR,0.1,geology,外侧易环裂,外侧易环裂,外侧易张裂,not_upgraded,not_upgraded,1
GeoP0199_L005,DGCR,0.1,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,DGCR,0.1,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,DGCR,0.1,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,DGCR,0.1,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
GeoP0199_L011,DGCR,0.1,geology,{深部 韧性剪切带,{深部 韧性剪切带,{深部韧性剪切带,not_upgraded,not_upgraded,1
GeoP0199_L012,DGCR,0.1,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
GeoP0199_L018,DGCR,0.1,geology,亲部,亲部,核部,not_upgraded,not_upgraded,1
GeoP0199_L019,DGCR,0.1,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,DGCR,0.1,geology,夹南为侧伏角,夹南为侧伏角,夹角为侧伏角,not_upgraded,not_upgraded,1
GeoP0199_L021,DGCR,0.1,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、穹隆.,e.g同沉积褶皱和底辟构造、穹隆.,accepted,accepted,1
GeoP0199_L024,DGCR,0.1,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,DWUR,0.1,geology,外侧易环裂,外侧易环裂,外侧易张裂,not_upgraded,not_upgraded,1
GeoP0199_L005,DWUR,0.1,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,DWUR,0.1,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,DWUR,0.1,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,DWUR,0.1,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
GeoP0199_L011,DWUR,0.1,geology,{深部 韧性剪切带,{深部 韧性剪切带,{深部韧性剪切带,not_upgraded,not_upgraded,1
GeoP0199_L012,DWUR,0.1,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
GeoP0199_L018,DWUR,0.1,geology,亲部,亲部,核部,not_upgraded,not_upgraded,1
GeoP0199_L019,DWUR,0.1,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,DWUR,0.1,geology,夹南为侧伏角,夹南为侧伏角,夹角为侧伏角,not_upgraded,not_upgraded,1
GeoP0199_L021,DWUR,0.1,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、容隆.,e.g同沉积褶皱和底辟构造、穹隆.,not_upgraded,not_upgraded,2
GeoP0199_L024,DWUR,0.1,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,GCR,0.2,geology,外侧易环裂,外侧易环裂,外侧易张裂,not_upgraded,not_upgraded,1
GeoP0199_L005,GCR,0.2,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,GCR,0.2,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,rejected,rejected_global_length_change,4
GeoP0199_L009,GCR,0.2,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,GCR,0.2,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
GeoP0199_L011,GCR,0.2,geology,{深部 韧性剪切带,{深部 韧性剪切带,{深部韧性剪切带,not_upgraded,not_upgraded,1
GeoP0199_L012,GCR,0.2,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,rejected,rejected_global_ed_exceeded,4
GeoP0199_L018,GCR,0.2,geology,亲部,亲部,核部,accepted,accepted,1
GeoP0199_L019,GCR,0.2,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,GCR,0.2,geology,夹南为侧伏角,夹南为例伏角,夹角为侧伏角,accepted,accepted,2
GeoP0199_L021,GCR,0.2,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、容隆.,e.g同沉积褶皱和底辟构造、穹隆.,not_upgraded,not_upgraded,2
GeoP0199_L024,GCR,0.2,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,WUR,0.2,geology,外侧易环裂,外侧易环裂,外侧易张裂,accepted,accepted,1
GeoP0199_L005,WUR,0.2,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,WUR,0.2,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,WUR,0.2,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,WUR,0.2,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
GeoP0199_L011,WUR,0.2,geology,{深部 韧性剪切带,{深部 韧性剪切带,{深部韧性剪切带,not_upgraded,not_upgraded,1
GeoP0199_L012,WUR,0.2,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,rejected,rejected_global_ed_exceeded,4
GeoP0199_L018,WUR,0.2,geology,亲部,亲部,核部,accepted,accepted,1
GeoP0199_L019,WUR,0.2,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,WUR,0.2,geology,夹南为侧伏角,夹南为例伏角,夹角为侧伏角,accepted,accepted,2
GeoP0199_L021,WUR,0.2,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、容隆.,e.g同沉积褶皱和底辟构造、穹隆.,not_upgraded,not_upgraded,2
GeoP0199_L024,WUR,0.2,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,DGCR,0.2,geology,外侧易环裂,外侧易环裂,外侧易张裂,not_upgraded,not_upgraded,1
GeoP0199_L005,DGCR,0.2,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,DGCR,0.2,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,DGCR,0.2,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,DGCR,0.2,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
GeoP0199_L011,DGCR,0.2,geology,{深部 韧性剪切带,{深部 韧性剪切带},{深部韧性剪切带,accepted,accepted,2
GeoP0199_L012,DGCR,0.2,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
GeoP0199_L018,DGCR,0.2,geology,亲部,亲部,核部,not_upgraded,not_upgraded,1
GeoP0199_L019,DGCR,0.2,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,DGCR,0.2,geology,夹南为侧伏角,夹南为侧伏角,夹角为侧伏角,not_upgraded,not_upgraded,1
GeoP0199_L021,DGCR,0.2,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、穹隆.,e.g同沉积褶皱和底辟构造、穹隆.,accepted,accepted,1
GeoP0199_L024,DGCR,0.2,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,DWUR,0.2,geology,外侧易环裂,外侧易环裂,外侧易张裂,not_upgraded,not_upgraded,1
GeoP0199_L005,DWUR,0.2,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,DWUR,0.2,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,DWUR,0.2,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,DWUR,0.2,geology,易形成相似褶皱(正型)和,易形成相似褶皱（正型）和,易形成相似褶皱(Ⅱ型)和,accepted,accepted,3
GeoP0199_L011,DWUR,0.2,geology,{深部 韧性剪切带,{深部 韧性剪切带,{深部韧性剪切带,not_upgraded,not_upgraded,1
GeoP0199_L012,DWUR,0.2,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
GeoP0199_L018,DWUR,0.2,geology,亲部,亲部,核部,not_upgraded,not_upgraded,1
GeoP0199_L019,DWUR,0.2,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,DWUR,0.2,geology,夹南为侧伏角,夹南为侧伏角,夹角为侧伏角,not_upgraded,not_upgraded,1
GeoP0199_L021,DWUR,0.2,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、容隆.,e.g同沉积褶皱和底辟构造、穹隆.,not_upgraded,not_upgraded,2
GeoP0199_L024,DWUR,0.2,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,GCR,0.3,geology,外侧易环裂,外侧易环裂,外侧易张裂,accepted,accepted,1
GeoP0199_L005,GCR,0.3,geology,易形成平行皱(IB型),易形成平行褶皱（IB型）,易形成平行褶皱(IB型),accepted,accepted,2
GeoP0199_L006,GCR,0.3,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,rejected,rejected_global_length_change,4
GeoP0199_L009,GCR,0.3,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,GCR,0.3,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
GeoP0199_L011,GCR,0.3,geology,{深部 韧性剪切带,{深部 韧性剪切带,{深部韧性剪切带,not_upgraded,not_upgraded,1
GeoP0199_L012,GCR,0.3,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,rejected,rejected_global_ed_exceeded,4
GeoP0199_L018,GCR,0.3,geology,亲部,亲部,核部,accepted,accepted,1
GeoP0199_L019,GCR,0.3,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,GCR,0.3,geology,夹南为侧伏角,夹南为例伏角,夹角为侧伏角,accepted,accepted,2
GeoP0199_L021,GCR,0.3,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、容隆.,e.g同沉积褶皱和底辟构造、穹隆.,not_upgraded,not_upgraded,2
GeoP0199_L024,GCR,0.3,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,WUR,0.3,geology,外侧易环裂,外侧易环裂,外侧易张裂,accepted,accepted,1
GeoP0199_L005,WUR,0.3,geology,易形成平行皱(IB型),易形成平行褶皱（IB型）,易形成平行褶皱(IB型),accepted,accepted,2
GeoP0199_L006,WUR,0.3,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,WUR,0.3,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,WUR,0.3,geology,易形成相似褶皱(正型)和,易形成相似褶皱(正型)和,易形成相似褶皱(Ⅱ型)和,not_upgraded,not_upgraded,1
GeoP0199_L011,WUR,0.3,geology,{深部 韧性剪切带,{深部 韧性剪切带,{深部韧性剪切带,not_upgraded,not_upgraded,1
GeoP0199_L012,WUR,0.3,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,rejected,rejected_global_ed_exceeded,4
GeoP0199_L018,WUR,0.3,geology,亲部,亲部,核部,accepted,accepted,1
GeoP0199_L019,WUR,0.3,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,WUR,0.3,geology,夹南为侧伏角,夹南为例伏角,夹角为侧伏角,accepted,accepted,2
GeoP0199_L021,WUR,0.3,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、容隆.,e.g同沉积褶皱和底辟构造、穹隆.,not_upgraded,not_upgraded,2
GeoP0199_L024,WUR,0.3,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,DGCR,0.3,geology,外侧易环裂,外侧易环裂,外侧易张裂,not_upgraded,not_upgraded,1
GeoP0199_L005,DGCR,0.3,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,DGCR,0.3,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,DGCR,0.3,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,DGCR,0.3,geology,易形成相似褶皱(正型)和,易形成相似褶皱（正型）和,易形成相似褶皱(Ⅱ型)和,accepted,accepted,3
GeoP0199_L011,DGCR,0.3,geology,{深部 韧性剪切带,{深部 韧性剪切带},{深部韧性剪切带,accepted,accepted,2
GeoP0199_L012,DGCR,0.3,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
GeoP0199_L018,DGCR,0.3,geology,亲部,亲部,核部,not_upgraded,not_upgraded,1
GeoP0199_L019,DGCR,0.3,geology,上升盘,上升盘,{上升盘,accepted,accepted,1
GeoP0199_L020,DGCR,0.3,geology,夹南为侧伏角,夹南为侧伏角,夹角为侧伏角,not_upgraded,not_upgraded,1
GeoP0199_L021,DGCR,0.3,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、穹隆.,e.g同沉积褶皱和底辟构造、穹隆.,accepted,accepted,1
GeoP0199_L024,DGCR,0.3,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
GeoP0199_L003,DWUR,0.3,geology,外侧易环裂,外侧易环裂,外侧易张裂,not_upgraded,not_upgraded,1
GeoP0199_L005,DWUR,0.3,geology,易形成平行皱(IB型),易形成平行皱(IB型),易形成平行褶皱(IB型),not_upgraded,not_upgraded,1
GeoP0199_L006,DWUR,0.3,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
GeoP0199_L009,DWUR,0.3,geology,弯流作用,弯流作用,(弯流作用,not_upgraded,not_upgraded,1
GeoP0199_L010,DWUR,0.3,geology,易形成相似褶皱(正型)和,易形成相似褶皱（正型）和,易形成相似褶皱(Ⅱ型)和,accepted,accepted,3
GeoP0199_L011,DWUR,0.3,geology,{深部 韧性剪切带,{深部 韧性剪切带},{深部韧性剪切带,accepted,accepted,2
GeoP0199_L012,DWUR,0.3,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
GeoP0199_L018,DWUR,0.3,geology,亲部,亲部,核部,not_upgraded,not_upgraded,1
GeoP0199_L019,DWUR,0.3,geology,上升盘,上升盘,{上升盘,not_upgraded,not_upgraded,1
GeoP0199_L020,DWUR,0.3,geology,夹南为侧伏角,夹南为侧伏角,夹角为侧伏角,not_upgraded,not_upgraded,1
GeoP0199_L021,DWUR,0.3,geology,e.g 同沉积褶皱和底辟构造、容隆.,e.g 同沉积褶皱和底辟构造、穹隆.,e.g同沉积褶皱和底辟构造、穹隆.,accepted,accepted,1
GeoP0199_L024,DWUR,0.3,geology,上盘,上盘,{上盘,not_upgraded,not_upgraded,1
