sample_id,router_name,budget,domain,ocr_text,final_text,gt,backfill_status,backfill_reason,edit_distance_final
GeoP0199_L043,GCR,0.1,geology,断层面与褶皱轴面的关系纵，横、斜,断层面与褶皱轴面的关系纵，横、斜,断层面与褶皱轴面的关系纵、横、斜,not_upgraded,not_upgraded,1
GeoP0199_L044,GCR,0.1,geology,[肠状褶皮],[肠状褶皮],[肠状褶皱],not_upgraded,not_upgraded,1
GeoP0199_L046,GCR,0.1,geology,正断层正盘下除],正断层正盘下除],{正断层}[上盘下降],not_upgraded,not_upgraded,5
GeoP0199_L047,GCR,0.1,geology,平移一正断层侧伏45°~.800,平移一正断层侧伏45°~.800,{平移-正断层}倾伏角45°~80°,rejected,rejected_global_ed_exceeded,7
GeoP0199_L049,GCR,0.1,geology,运动,运动,(运动,not_upgraded,not_upgraded,1
GeoP0199_L050,GCR,0.1,geology,逆断层,逆断层,|逆断层,not_upgraded,not_upgraded,1
GeoP0199_L051,GCR,0.1,geology,并非绝对.,并非绝对.,→并非绝对,not_upgraded,not_upgraded,2
GeoP0199_L052,GCR,0.1,geology,平多一逆断层,平多一逆断层,平移-逆断层,not_upgraded,not_upgraded,2
GeoP0199_L053,GCR,0.1,geology,补：褶皮波长的影响因素.,补：褶皮波长的影响因素.,补:褶皱波长的影响因素.,not_upgraded,not_upgraded,2
GeoP0199_L056,GCR,0.1,geology,组合：盆岭构造、裂谷,组合：盆岭构造、裂谷,组合:盆岭构造、裂谷,not_upgraded,not_upgraded,1
GeoP0199_L058,GCR,0.1,geology,倾角转大,倾角转大,倾角较大,not_upgraded,not_upgraded,1
GeoP0199_L061,GCR,0.1,geology,地堑两条走向基本平行，倾向相对，有英同下降盘,地堑 两条走向基本平行，倾向相对，有共同下降盘,地堑两条走向基本平行，倾向相对，有共同下降盘,accepted,accepted,1
GeoP0199_L062,GCR,0.1,geology,地垒两条走向基本平行，向相，有共同升,地垒两条走向基本平行，向相，有共同升,"地垒两条走向基本平行,倾向相反,有共同上升盘",rejected,rejected_global_ed_exceeded,6
GeoP0199_L064,GCR,0.1,geology,阶梯状构造及笑状构造.,阶梯状构造及笑状构造.,阶梯状构造及箕状构造.,not_upgraded,not_upgraded,1
GeoP0199_L065,GCR,0.1,geology,雁列式断层(斜列式),雁列式断层(斜列式),<->雁列式断层（斜列式）,not_upgraded,not_upgraded,5
GeoP0199_L069,GCR,0.1,geology,与断层具有相对性.,与断层具有相对性.,→与断层具有相对性.,not_upgraded,not_upgraded,1
GeoP0199_L070,GCR,0.1,geology,(1)开究的尺度,(1)开究的尺度,{(1)研究的尺度,not_upgraded,not_upgraded,2
GeoP0199_L071,GCR,0.1,geology,环状断层及放射状断层,环状断层及放射状断层,环状断层及放射状断层.,not_upgraded,not_upgraded,1
GeoP0199_L072,GCR,0.1,geology,取决于研究的日的,取决于研究的日的,取决于研究的目的,not_upgraded,not_upgraded,1
GeoP0199_L073,GCR,0.1,geology,(2)是否考虑相对体移.,(2)是否考虑相对体移.,{(2)是否考虑相对位移.,not_upgraded,not_upgraded,2
GeoP0199_L075,GCR,0.1,geology,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：备古老变质岩和侵入岩浆体所构成的弧立穹隆状的结晶隆起,变质核杂岩：由古老变质岩和侵入岩浆体所构成的孤立穹隆状的结晶隆起.,not_upgraded,not_upgraded,3
GeoP0199_L077,GCR,0.1,geology,与褶皱轴面.,与褶皱轴面.,{与褶皱轴面.,not_upgraded,not_upgraded,1
GeoP0199_L079,GCR,0.1,geology,岩墙群.,岩墙群.,(岩墙群.,not_upgraded,not_upgraded,1
GeoP0199_L080,GCR,0.1,geology,受力成因3,受力成因3,受力成因,not_upgraded,not_upgraded,1
GeoP0199_L090,GCR,0.1,geology,(逆中推,(逆中推,（逆冲推,rejected,rejected_global_length_change,2
GeoP0199_L091,GCR,0.1,geology,限制(被限制的映),限制(被限制的层),限制(被限制的晚),accepted,accepted,1
GeoP0199_L092,GCR,0.1,geology,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层(较平）→言外来岩体覆盖在部分原地层，仅留出一小部分一构建,下盘为相对未动的原地层（较早）→当外来岩体覆盖在部分原地层，仅留出一小部分—构造窗,not_upgraded,not_upgraded,6
GeoP0199_L093,GCR,0.1,geology,依据交切关系,依据交切关系,依据支切关系,not_upgraded,not_upgraded,1
GeoP0199_L094,GCR,0.1,geology,互切(司时),互切(同时),互切（同时）,accepted,accepted,2
GeoP0199_L098,GCR,0.1,geology,追踪利用、改造(被的早),追踪利用、改造(被的早),{追踪，利用，改造（被..的早）,rejected,rejected_global_ed_exceeded,7
GeoP0199_L100,GCR,0.1,geology,借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),借助其它地质体(如：地质体的侵入关到)(无岩脉填充的晚),{借助其它地质体(如:地质体的侵入关系)(无岩脉填充的晚),not_upgraded,not_upgraded,3
GeoP0199_L102,GCR,0.1,geology,平移断层：,平移断层：,平移断层:,not_upgraded,not_upgraded,1
GeoP0199_L106,GCR,0.1,geology,配套,配套,（配套,not_upgraded,not_upgraded,1
GeoP0199_L108,GCR,0.1,geology,古行,古行,右行,not_upgraded,not_upgraded,1
GeoP0199_L109,GCR,0.1,geology,左行→看对盘的运动方向,左行→看对盘的运动方向,左行.->看对盘的运动方向,not_upgraded,not_upgraded,3
GeoP0199_L114,GCR,0.1,geology,2) 逆断层[画图分析],2) 逆断层[画图分析],2)逆断层[画图分析],not_upgraded,not_upgraded,1
GeoP0199_L115,GCR,0.1,geology,(1)正断层(从地表的切面来观测),(1)正断层(从地表的切面来观测),1)正断层(以地表的切面来观测),not_upgraded,not_upgraded,2
GeoP0199_L117,GCR,0.1,geology,①地层缺失→送层与地层倾向相同[断层倾地倾],①地层缺失→送层与地层倾向相同[断层倾地倾],①地层缺失→断层与地层倾向相同[断层倾角>地层倾角],rejected,rejected_global_ed_exceeded,5
GeoP0199_L118,GCR,0.1,geology,向斜：上升盘核部变容,向斜：上升盘核部变容,向斜：上升盘核部变窄,not_upgraded,not_upgraded,1
GeoP0199_L119,GCR,0.1,geology,断层与地层顶向相同[断层项南<地层南],断层与地层顶向相同[断层项南<地层南],.断层与地层倾向相同[断层倾角<地层倾角],rejected,rejected_global_ed_exceeded,6
GeoP0199_L120,GCR,0.1,geology,②地层重复断层与地层倾向相反,②地层重复断层与地层倾向相反,②地层重复{断层与地层倾向相反,not_upgraded,not_upgraded,1
GeoP0200_L005,GCR,0.1,geology,上平盆状,上平盆状,下凸上平盘状,not_upgraded,not_upgraded,3
GeoP0200_L008,GCR,0.1,geology,上△下平似缓镜体,上凸下平似透镜体,~>上凸下平似透镜体/,accepted,accepted,3
GeoP0200_L011,GCR,0.1,geology,对正常地层(未发生倒转，且地层倾南小于断层倾角时)同一平面，上升盘老，下降盘新,对正常地层(未发生倒转，且地层倾南小于断层倾角时)同一平面，上升盘老，下降盘新,"对正常地层(未发生倒转,且地层倾角小于断层倾角时)同一平面,上升盘老,下降盘新.",not_upgraded,not_upgraded,5
GeoP0200_L015,GCR,0.1,geology,入边界面与围岩层,入边界面与围岩层,↗边界面与围岩层,not_upgraded,not_upgraded,1
GeoP0200_L016,GCR,0.1,geology,②根据露头的几何凡尺寸大小(适用于横断层),②根据露头的几何凡尺寸大小(适用于横断层),②根据露头的几何尺寸大小(适用于横断层),not_upgraded,not_upgraded,1
GeoP0200_L018,GCR,0.1,geology,关,关,关系.,rejected,rejected_global_length_change,2
GeoP0200_L019,GCR,0.1,geology,对于背斜，上升盘核部更宽：对向斜，上升盘核部更窄,对于背斜，上升盘核部更宽：对向斜，上升盘核部更窄,对于背斜，上升盘核部更宽；对向斜，上升盘核部更窄,not_upgraded,not_upgraded,1
GeoP0200_L021,GCR,0.1,geology,指岩大,指岩大,指岩体大小、,rejected,rejected_global_length_change,3
GeoP0200_L023,GCR,0.1,geology,弥形曲面所实出的方向为移动方向,弥形曲面所实出的方向为移动方向,↳弧形曲面所突出的方向为移动方向,not_upgraded,not_upgraded,3
GeoP0200_L025,GCR,0.1,geology,喷出岩,喷出岩,{喷出岩,not_upgraded,not_upgraded,1
GeoP0200_L028,GCR,0.1,geology,④擦痕 由粗而深向细而浅的方向为盘运动方向,④擦痕 由粗而深向细而浅的方向为盘运动方向,④擦痕由粗而深向细而浅的方向为对盘运动方向,not_upgraded,not_upgraded,2
GeoP0200_L030,GCR,0.1,geology,火山锥,火山锥,(火山锥,not_upgraded,not_upgraded,1
GeoP0200_L031,GCR,0.1,geology,3.武岩),3.武岩),玄武岩),not_upgraded,not_upgraded,2
GeoP0200_L032,GCR,0.1,geology,两盘在相对运动力过程中由于摩控作用而留下的痕迹。,两盘在相对运动力过程中由于摩控作用而留下的痕迹。,→两盘在相对运动过程中由于摩擦作用而留下的痕迹，,not_upgraded,not_upgraded,4
GeoP0200_L033,GCR,0.1,geology,流动构造→流线、流面,流动构造→流线、流面,流动构造→流线、流面.,not_upgraded,not_upgraded,1
GeoP0200_L034,GCR,0.1,geology,在摩擦面上苦再发生重结晶作用，附着铁质，硅质等，呈现出磨擦镜面.,在摩擦面上苦再发生重结晶作用，附着铁质，硅质等，呈现出磨擦镜面.,"↳在摩擦面上若再发生重结晶作用,附着铁质、硅质等,呈现出摩擦镜面.",not_upgraded,not_upgraded,6
GeoP0200_L036,GCR,0.1,geology,书理→模节理，纵~、斜~、层~,节理→横节理，纵~、斜~、层~,节理→横节理、纵~、斜~、层~,accepted,accepted,1
GeoP0200_L038,GCR,0.1,geology,⑤派生构造(羽状节理和派生小褶皱),⑤派生构造(羽状节理和派生小褶皱),⑤派生构造(羽状节理和派生小褶皱).,not_upgraded,not_upgraded,1
GeoP0200_L039,GCR,0.1,geology,破裂构造{边缘张裂,破裂构造{边缘张裂,[破裂构造{边缘张裂,not_upgraded,not_upgraded,1
GeoP0200_L045,GCR,0.1,geology,流动构造.,流动构造.,——流动构造，,not_upgraded,not_upgraded,3
GeoP0200_L049,GCR,0.1,geology,流动构造→流纹。流线块面、气孔一香仁构造、,流动构造→流纹。流线块面、气孔一香仁构造、,流动构造→流纹，流线流面、气孔-杏仁构造、,not_upgraded,not_upgraded,4
GeoP0200_L050,GCR,0.1,geology,锐角指示本盘的还动方向,锐角指示本盘的还动方向,锐角指示木盘的运动方向,not_upgraded,not_upgraded,2
GeoP0200_L053,GCR,0.1,geology,破裂构造,破裂构造,·破裂构造,not_upgraded,not_upgraded,1
GeoP0200_L056,GCR,0.1,geology,破裂构造→水枕状构造(水下基性)柱状节理,破裂构造→水枕状构造(水下基性)柱状节理,{破裂构造→枕状构造(水下基性)，柱状节理,not_upgraded,not_upgraded,3
GeoP0200_L057,GCR,0.1,geology,革尚褶皱就是其中重要的一种.,革尚褶皱就是其中重要的一种.,鞘褶皱就是其中重要的一种.,not_upgraded,not_upgraded,2
GeoP0200_L058,GCR,0.1,geology,B型褶皱：褶皱皮轴与拉伸线理近似于正交的褶当皮.,B型褶皱：褶皱皮轴与拉伸线理近似于正交的褶当皮.,B型褶皱：褶皱轴与拉伸线理近似于正交的褶皱.,not_upgraded,not_upgraded,3
GeoP0200_L061,GCR,0.1,geology,二.褶皱类：⑤不对称褶皱④A型皱、革鞘,二.褶皱类：⑤不对称褶皱④A型皱、革鞘,二、褶皱类：⑤不对称褶皱⑥A型褶皱、鞘褶皱,rejected,rejected_global_ed_exceeded,6
GeoP0200_L062,GCR,0.1,geology,三、延伸类：①旋转碎系 ②不对称压力影曲颈状构造,三、延伸类：①旋转碎系 ②不对称压力影曲颈状构造,三、延伸类：⑦旋转碎斑系⑧不对称压力影⑨曲颈状构造,not_upgraded,not_upgraded,5
GeoP0200_L063,GCR,0.1,geology,注最大主应力方向与,注最大主应力方向与,注：最大主应力方向与,not_upgraded,not_upgraded,1
GeoP0200_L064,GCR,0.1,geology,流劈理面的方向重直,流劈理面的方向重直,流壁理面的方向垂直,not_upgraded,not_upgraded,2
GeoP0200_L066,GCR,0.1,geology,按照形成,按照形成,(按照形成,not_upgraded,not_upgraded,1
GeoP0200_L067,GCR,0.1,geology,破劈理→是岩石中的一组密集的剪切破裂面.,破劈理→是岩石中的一组密集的剪切破裂面.,破劈理->是岩石中的一组密集的剪切破裂面.,not_upgraded,not_upgraded,2
GeoP0200_L069,GCR,0.1,geology,发育于先存面理的岩中，在流动带中，其中的矿物重新定向排列,发育于先存面理的岩石中，在流动带中，其中的矿物重新定向排列,→发育于先存面理的岩石中，在流动带中，其中的矿物重新定向排列.,accepted,accepted,2
GeoP0200_L070,GCR,0.1,geology,滑劈理(褶劈理),滑劈理(褶劈理),{滑劈理(褶劈理),not_upgraded,not_upgraded,1
GeoP0200_L074,GCR,0.1,geology,连续劈理→另一层含义：透入性强.[流理就于这一类,连续劈理→另一层含义：透入性强.[流理就于这一类,{连续劈理→另一层含义:“透入性”强.[流劈理就属于这一类],rejected,rejected_global_ed_exceeded,7
GeoP0200_L077,GCR,0.1,geology,不连续壁理→另一层含义：“分划”强[破理和)理属这一类],不连续壁理→另一层含义：“分划”强[破理和)理属这一类],{不连续劈理→另一层含义：“分划”强.[破劈理和滑(褶)劈理属于这一类],rejected,rejected_global_ed_exceeded,9
GeoP0200_L079,GCR,0.1,geology,小型线理：拉伸线理、矿物生长线理、当皮纹线理、交面线理,小型线理：拉伸线理、矿物生长线理、当皮纹线理、交面线理,小型线理：拉伸线理、矿物生长线理、皱纹线理、交面线理,not_upgraded,not_upgraded,2
GeoP0200_L082,GCR,0.1,geology,大型线理：石香肠构造、窗根构造、铅笔构造、杆状构造、压力影构造,大型线理：石香肠构造、窗根构造、铅笔构造、杆状构造、压力影构造,大型线理：石香肠构造、窗棂构造、铅笔构造、杆状构造、压力影构造,not_upgraded,not_upgraded,1
GeoP0201_L008,GCR,0.1,geology,主要研究对象,主要研究对象,一主要研究对象,not_upgraded,not_upgraded,1
GeoP0201_L009,GCR,0.1,geology,☆(2)地下水在空隙中的存在形式：重力水，结合水、毛细水,☆(2)地下水在空隙中的存在形式：重力水，结合水、毛细水,☆(2)地下水在空隙中的存在形式：重力水、结合水、毛细水,not_upgraded,not_upgraded,1
GeoP0201_L010,GCR,0.1,geology,②岩石的分类(按成因分)：岩浆岩！7%)说积岩15%变质岩.(18%),②岩石的分类(按成因分)：岩浆岩！7%)说积岩15%变质岩.(18%),②岩石的分类（按成因分）：又称火成岩←岩浆岩，（7%）页岩属于沉积岩，（75%）变质岩，（18%）,not_upgraded,not_upgraded,23
GeoP0201_L011,GCR,0.1,geology,页岩属文,页岩属于,页岩属于↓,accepted,accepted,1
GeoP0201_L013,GCR,0.1,geology,④沉积岩结构分类：碎屑结构，泥质结构、结晶结构、生物结构,④沉积岩结构分类：碎屑结构，泥质结构、结晶结构、生物结构,④沉积岩结构分类：碎屑结构、泥质结构、结晶结构、生物结构,not_upgraded,not_upgraded,1
GeoP0201_L014,GCR,0.1,geology,⑤变质岩结构分类：变晶结构、碎裂结构.,⑤变质岩结构分类：变晶结构、碎裂结构.,⑤变质岩结构分类：变晶结构、碎裂结构，,not_upgraded,not_upgraded,1
GeoP0201_L018,GCR,0.1,geology,(3)褶皱构造背斜(凸）：核部老，两翼新,(3)褶皱构造背斜(凸）：核部老，两翼新,"☆(3)褶皱构造{背斜(凸):核部老,两翼新",not_upgraded,not_upgraded,5
GeoP0201_L021,GCR,0.1,geology,①裂隙(又称节理),①裂隙(又称节理),⑦裂隙（又称节理）,not_upgraded,not_upgraded,3
GeoP0201_L022,GCR,0.1,geology,(1)定义：未发生明显位移的断裂：裂隙率：k_{=,(1)定义：未发生明显位移的断裂：裂隙率：k_{=,(1)定义：未发生明显位移的断裂.裂隙率：kr=Vr/V,not_upgraded,not_upgraded,7
GeoP0201_L024,GCR,0.1,geology,⑧水文地质标志：在断层线上有泉水或温泉出露、或者溪流突然入地消失。,⑧水文地质标志：在断层线上有泉水或温泉出露、或者溪流突然入地消失。,☆⑧水文地质标志：在断层线上有泉水或温泉出露、或者溪流突然入地消失。,not_upgraded,not_upgraded,1
GeoP0201_L025,GCR,0.1,geology,若汗多泉水成串出现，尚可指明断层线方向,若汗多泉水成串出现，尚可指明断层线方向,若许多泉水成串出现，尚可指明断层线方向，,not_upgraded,not_upgraded,2
GeoP0201_L027,GCR,0.1,geology,(1)作用：是地下水的储存场所和运动通道,(1)作用：是地下水的储存场所和运动通道,(1)作用:是地下水的储存场所和运动通道,not_upgraded,not_upgraded,1
GeoP0201_L028,GCR,0.1,geology,岩土孔隙体积,岩土孔隙体积,->岩土孔隙体积,not_upgraded,not_upgraded,2
GeoP0201_L030,GCR,0.1,geology,①孔隙度,①孔隙度,⑩孔隙度,not_upgraded,not_upgraded,1
GeoP0201_L032,GCR,0.1,geology,的主要因素：排列方式、分选程度、胶结程度、颗粒形状,的主要因素：排列方式、分选程度、胶结程度、颗粒形状,的主要因素：排列方式、分选程度、胶结程度、颗粒形状、,not_upgraded,not_upgraded,1
GeoP0202_L004,GCR,0.1,geology,(4)颗米粒形状：越规则，孔隙度越小；越规则孔陈度越大,(4)颗米粒形状：越规则，孔隙度越小；越规则孔陈度越大,"☆(4)颗粒形状：越规则，孔隙度越小；越不规则，孔隙度越大,",not_upgraded,not_upgraded,6
GeoP0202_L005,GCR,0.1,geology,三种空隙特征比较,三种空隙特征比较,⑪三种空隙特征比较,not_upgraded,not_upgraded,1
GeoP0202_L007,GCR,0.1,geology,(2)空间分布：孔隙介质分布最均匀，裂隙不均匀，溶陈极不均匀；孔隙,(2)空间分布：孔隙介质分布最均匀，裂隙不均匀，溶陈极不均匀；孔隙,(2)空间分布：孔隙介质分布最均匀，裂隙不均匀、溶隙极不均匀；孔隙,not_upgraded,not_upgraded,2
GeoP0202_L008,GCR,0.1,geology,大小均匀，裂隙大小悬殊，溶隙极悬殊.,大小均匀，裂隙大小悬殊，溶隙极悬殊.,大小均匀，裂隙大小悬殊，溶隙极悬殊，,not_upgraded,not_upgraded,1
GeoP0202_L009,GCR,0.1,geology,(3)空隙率：孔隙介质最大、裂隙最小,(3)空隙率：孔隙介质最大、裂隙最小,(3)空隙率：孔隙介质最大，裂隙最小,not_upgraded,not_upgraded,1
GeoP0202_L010,GCR,0.1,geology,(4)渗透性：孔隙介质属各向同性，裂陈与溶隙为各向异性,(4)渗透性：孔隙介质属各向同性，裂陈与溶隙为各向异性,(4)渗透性：孔隙介质属各向同性，裂隙与溶隙为各向异性,not_upgraded,not_upgraded,1
GeoP0202_L011,GCR,0.1,geology,②岩石中水的存在形式,②岩石中水的存在形式,⑫岩石中水的存在形式.,not_upgraded,not_upgraded,2
GeoP0202_L012,GCR,0.1,geology,(1)结合水：附着于固体表面，在自身重力下不能运动的水。固体表面与水分了,(1)结合水：附着于固体表面，在自身重力下不能运动的水。固体表面与水分了,(1)结合水：附着于固体表面，在自身重力下不能运动的水。固体表面与水分子,not_upgraded,not_upgraded,1
GeoP0202_L015,GCR,0.1,geology,于地下水面以上的土壤中。(受固体表面吸引力、液体表面张力和液体重力共同作用),于地下水面以上的土壤中。(受固体表面吸引力、液体表面张力和液体重力共同作用),于地下水面以上的土壤中.（受固体表面吸引力、液体表面张力和液体重力共同作用）,not_upgraded,not_upgraded,3
GeoP0202_L017,GCR,0.1,geology,要受动影响，動影响下可以自由运动,要受动影响，動影响下可以自由运动,要受重力影响，重力影响下可以自由运动，,not_upgraded,not_upgraded,5
GeoP0202_L018,GCR,0.1,geology,③岩石的水理性质,③岩石的水理性质,⑬岩石的水理性质,not_upgraded,not_upgraded,1
GeoP0202_L019,GCR,0.1,geology,(1)容水性：容水度Wn，数量上等于孔陈度n.,(1)容水性：容水度Wn，数量上等于孔陈度n.,(1)容水性：容水度Wn，数量上等于孔隙度n,not_upgraded,not_upgraded,2
GeoP0202_L020,GCR,0.1,geology,数号上等,数号上等,数量上等,not_upgraded,not_upgraded,1
GeoP0202_L023,GCR,0.1,geology,即：持水度+给水度=溶水度=孔隙度,即：持水度+给水度=溶水度=孔隙度,即：持水度+给水度=容水度=孔隙度,not_upgraded,not_upgraded,1
GeoP0202_L024,GCR,0.1,geology,(3)给水性：给水度M,(3)给水性：给水度M,(3)给水性：给水度μ,not_upgraded,not_upgraded,1
GeoP0202_L026,GCR,0.1,geology,④空隙直经愈大，重力水比例越大，持水度越小，给水度越大，透水性愈好,④空隙直经愈大，重力水比例越大，持水度越小，给水度越大，透水性愈好,☆⑭空隙直径愈大，重力水比例越大，持水度越小，给水度越大，透水性愈好,not_upgraded,not_upgraded,3
GeoP0202_L027,GCR,0.1,geology,⑤颗粒越粗(砂砾土)、重力水比例越大，持水度越小，透水性愈好,⑤颗粒越粗(砂砾土)、重力水比例越大，持水度越小，透水性愈好,☆⑮颗粒越粗(砂砾土)、重力水比例越大，持水度越小，透水性愈好,not_upgraded,not_upgraded,2
GeoP0202_L028,GCR,0.1,geology,☆①黏土孔陈度大，所含水量大，但结合水比例高，重力水比例小，由比，持水性,☆①黏土孔陈度大，所含水量大，但结合水比例高，重力水比例小，由比，持水性,☆⑯黏土孔隙度大，所含水量大，但结合水比例高，重力水比例小，由此，持水性,not_upgraded,not_upgraded,3
GeoP0202_L030,GCR,0.1,geology,☆①颗粒形状均匀，孔陈率小；大小均匀，孔陈率大,☆①颗粒形状均匀，孔陈率小；大小均匀，孔陈率大,☆⑰颗粒形状均匀，孔隙率小；大小均匀，孔隙率大,not_upgraded,not_upgraded,3
GeoP0203_L002,GCR,0.1,geology,④粗砂给水度最大,④粗砂给水度最大,☆⑱粗砂给水度最大,not_upgraded,not_upgraded,2
GeoP0203_L005,GCR,0.1,geology,两者中间有隔水层.,两者中间有隔水层.,↗两者中间有隔水层.,not_upgraded,not_upgraded,1
GeoP0203_L006,GCR,0.1,geology,地下水类型,地下水类型,⑲地下水类型,not_upgraded,not_upgraded,1
GeoP0203_L014,GCR,0.1,geology,(4)潜水排泄以泉、池流、蒸发等,(4)潜水排泄以泉、池流、蒸发等,(4)潜水排泄以泉、泄流、蒸发等,not_upgraded,not_upgraded,1
GeoP0203_L016,GCR,0.1,geology,(6)潜水水质取决于地形.岩性和气候,(6)潜水水质取决于地形.岩性和气候,(6)潜水水质取决于地形、岩性和气候,not_upgraded,not_upgraded,1
GeoP0203_L019,GCR,0.1,geology,②承压水：充满于两个隔水层之间承受一定静水压力的重力水，(没有自由表面),②承压水：充满于两个隔水层之间承受一定静水压力的重力水，(没有自由表面),㉒承压水：充满于两个隔水层之间承受一定静水压力的重力水.(没有自由表面),not_upgraded,not_upgraded,2
GeoP0203_L021,GCR,0.1,geology,(2)补给主要来源于大气降水和地表水入渗，补给区和分布区不一致,(2)补给主要来源于大气降水和地表水入渗，补给区和分布区不一致,"(2)补给主要来源于大气降水和地表水入渗,补给区和分布区不一致",not_upgraded,not_upgraded,1
GeoP0203_L022,GCR,0.1,geology,(3)排泄是以泉和其它经流方式向地表水体或地表排出，也可以通,(3)排泄是以泉和其它经流方式向地表水体或地表排出，也可以通,(3)排泄是以泉和其它径流方式向地表水体或地表排出，也可以通,not_upgraded,not_upgraded,1
GeoP0203_L024,GCR,0.1,geology,(4)动态比较稳定，气候，水文因素的变化影响较小,(4)动态比较稳定，气候，水文因素的变化影响较小,(4)动态比较稳定，气候、水文因素的变化影响较小,not_upgraded,not_upgraded,1
GeoP0203_L025,GCR,0.1,geology,(5)水质取决于理藏条件及其与外界联系的程度,(5)水质取决于理藏条件及其与外界联系的程度,(5)水质取决于埋藏条件及其与外界联系的程度,not_upgraded,not_upgraded,1
GeoP0204_L002,GCR,0.1,geology,☆②3地下水循环：补给、经流、排泄的相互转化,☆②3地下水循环：补给、经流、排泄的相互转化,☆㉓地下水循环：补给、径流、排泄的相互转化,not_upgraded,not_upgraded,3
GeoP0204_L003,GCR,0.1,geology,②地下水总溶解固体(TDS)=总含盐量-HO3,②地下水总溶解固体(TDS)=总含盐量-HO3,☆㉔地下水总溶解固体(TDS)=总含盐量-1/2HCO₃,not_upgraded,not_upgraded,7
GeoP0204_L004,GCR,0.1,geology,☆25总溶解固体(TDS)反映地下水化学成分.(105℃于后所得于,☆25总溶解固体(TDS)反映地下水化学成分.(105℃于后所得于,☆㉕总溶解固体(TDS)反映地下水化学成分.(105~110℃蒸干后所得干固体残渣余物总量),rejected,rejected_global_ed_exceeded,18
GeoP0204_L005,GCR,0.1,geology,11) TDS含量低的淡水常以HCO3为其主要成分,11) TDS含量低的淡水常以HCO3为其主要成分,(1)TDS含量低的淡水常以HCO₃⁻为其主要成分,not_upgraded,not_upgraded,4
GeoP0204_L006,GCR,0.1,geology,(2) TDS含量中等的盐质水常以Sa{2为其主要成分,(2) TDS含量中等的盐质水常以Sa{2为其主要成分,(2)TDS含量中等的盐质水常以SO₄²⁻为其主要成分,not_upgraded,not_upgraded,5
